make,model,variant,action,field,new_value,source,source_last_updated,notes
Hyundai,Creta,S (O) Diesel 1.5L Turbo Automatic (TC),UPDATE_FIELD,hill_assist,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,S (O) Diesel 1.5L Turbo Automatic (TC),UPDATE_FIELD,tyre_pressure_monitoring_system,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,S (O) Diesel 1.5L Turbo Automatic (TC),UPDATE_FIELD,rear_parking_sensors,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,S (O) Diesel 1.5L Turbo Automatic (TC),UPDATE_FIELD,rear_ac_vents,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,S (O) Diesel 1.5L Turbo Automatic (TC),UPDATE_FIELD,android_auto,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,S (O) Diesel 1.5L Turbo Automatic (TC),UPDATE_FIELD,apple_carplay,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,S (O) Diesel 1.5L Turbo Automatic (TC),UPDATE_FIELD,rear_camera,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,S (O) Diesel 1.5L Turbo Automatic (TC),UPDATE_FIELD,automatic_climate_control,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,S (O) Diesel 1.5L Turbo Automatic (TC),UPDATE_FIELD,sunroof,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,S (O) Diesel 1.5L Turbo Automatic (TC),UPDATE_FIELD,connected_car_features,false,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,S (O) Diesel 1.5L Turbo Automatic (TC),UPDATE_FIELD,camera_360,false,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,S (O) Diesel 1.5L Turbo Automatic (TC),UPDATE_FIELD,adas_available,false,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,S (O) Diesel 1.5L Turbo Automatic (TC),UPDATE_FIELD,ventilated_front_seats,false,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,King Edition Petrol 1.5L Manual Dual Tone,UPDATE_FIELD,airbags,6,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,King Edition Petrol 1.5L Manual Dual Tone,UPDATE_FIELD,abs,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,King Edition Petrol 1.5L Manual Dual Tone,UPDATE_FIELD,esc,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,King Edition Petrol 1.5L Manual Dual Tone,UPDATE_FIELD,hill_assist,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,King Edition Petrol 1.5L Manual Dual Tone,UPDATE_FIELD,tyre_pressure_monitoring_system,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,King Edition Petrol 1.5L Manual Dual Tone,UPDATE_FIELD,rear_parking_sensors,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,King Edition Petrol 1.5L Manual Dual Tone,UPDATE_FIELD,rear_ac_vents,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,King Edition Petrol 1.5L Manual Dual Tone,UPDATE_FIELD,android_auto,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,King Edition Petrol 1.5L Manual Dual Tone,UPDATE_FIELD,apple_carplay,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,King Edition Petrol 1.5L Manual Dual Tone,UPDATE_FIELD,rear_camera,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,King Edition Petrol 1.5L Manual Dual Tone,UPDATE_FIELD,automatic_climate_control,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,King Edition Petrol 1.5L Manual Dual Tone,UPDATE_FIELD,sunroof,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,King Edition Petrol 1.5L Manual Dual Tone,UPDATE_FIELD,connected_car_features,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,King Edition Petrol 1.5L Manual Dual Tone,UPDATE_FIELD,camera_360,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,King Edition Petrol 1.5L Manual Dual Tone,UPDATE_FIELD,adas_available,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,King Edition Petrol 1.5L Manual Dual Tone,UPDATE_FIELD,ventilated_front_seats,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Petrol 1.5L CVT Speed Automatic (CVT),UPDATE_FIELD,airbags,6,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Petrol 1.5L CVT Speed Automatic (CVT),UPDATE_FIELD,abs,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Petrol 1.5L CVT Speed Automatic (CVT),UPDATE_FIELD,esc,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Petrol 1.5L CVT Speed Automatic (CVT),UPDATE_FIELD,hill_assist,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Petrol 1.5L CVT Speed Automatic (CVT),UPDATE_FIELD,tyre_pressure_monitoring_system,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Petrol 1.5L CVT Speed Automatic (CVT),UPDATE_FIELD,rear_parking_sensors,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Petrol 1.5L CVT Speed Automatic (CVT),UPDATE_FIELD,rear_ac_vents,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Petrol 1.5L CVT Speed Automatic (CVT),UPDATE_FIELD,android_auto,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Petrol 1.5L CVT Speed Automatic (CVT),UPDATE_FIELD,apple_carplay,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Petrol 1.5L CVT Speed Automatic (CVT),UPDATE_FIELD,rear_camera,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Petrol 1.5L CVT Speed Automatic (CVT),UPDATE_FIELD,automatic_climate_control,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Petrol 1.5L CVT Speed Automatic (CVT),UPDATE_FIELD,sunroof,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Petrol 1.5L CVT Speed Automatic (CVT),UPDATE_FIELD,connected_car_features,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Petrol 1.5L CVT Speed Automatic (CVT),UPDATE_FIELD,camera_360,false,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Petrol 1.5L CVT Speed Automatic (CVT),UPDATE_FIELD,adas_available,false,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Petrol 1.5L CVT Speed Automatic (CVT),UPDATE_FIELD,ventilated_front_seats,false,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Diesel 1.5L Turbo Manual,UPDATE_FIELD,airbags,6,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Diesel 1.5L Turbo Manual,UPDATE_FIELD,abs,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Diesel 1.5L Turbo Manual,UPDATE_FIELD,esc,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Diesel 1.5L Turbo Manual,UPDATE_FIELD,hill_assist,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Diesel 1.5L Turbo Manual,UPDATE_FIELD,tyre_pressure_monitoring_system,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Diesel 1.5L Turbo Manual,UPDATE_FIELD,rear_parking_sensors,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Diesel 1.5L Turbo Manual,UPDATE_FIELD,rear_ac_vents,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Diesel 1.5L Turbo Manual,UPDATE_FIELD,android_auto,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Diesel 1.5L Turbo Manual,UPDATE_FIELD,apple_carplay,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Diesel 1.5L Turbo Manual,UPDATE_FIELD,rear_camera,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Diesel 1.5L Turbo Manual,UPDATE_FIELD,automatic_climate_control,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Diesel 1.5L Turbo Manual,UPDATE_FIELD,sunroof,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Diesel 1.5L Turbo Manual,UPDATE_FIELD,connected_car_features,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Diesel 1.5L Turbo Manual,UPDATE_FIELD,camera_360,false,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Diesel 1.5L Turbo Manual,UPDATE_FIELD,adas_available,false,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Diesel 1.5L Turbo Manual,UPDATE_FIELD,ventilated_front_seats,false,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Petrol 1.5L CVT Speed Automatic (CVT) Dual Tone,UPDATE_FIELD,airbags,6,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Petrol 1.5L CVT Speed Automatic (CVT) Dual Tone,UPDATE_FIELD,abs,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Petrol 1.5L CVT Speed Automatic (CVT) Dual Tone,UPDATE_FIELD,esc,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Petrol 1.5L CVT Speed Automatic (CVT) Dual Tone,UPDATE_FIELD,hill_assist,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Petrol 1.5L CVT Speed Automatic (CVT) Dual Tone,UPDATE_FIELD,tyre_pressure_monitoring_system,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Petrol 1.5L CVT Speed Automatic (CVT) Dual Tone,UPDATE_FIELD,rear_parking_sensors,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Petrol 1.5L CVT Speed Automatic (CVT) Dual Tone,UPDATE_FIELD,rear_ac_vents,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Petrol 1.5L CVT Speed Automatic (CVT) Dual Tone,UPDATE_FIELD,android_auto,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Petrol 1.5L CVT Speed Automatic (CVT) Dual Tone,UPDATE_FIELD,apple_carplay,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Petrol 1.5L CVT Speed Automatic (CVT) Dual Tone,UPDATE_FIELD,rear_camera,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Petrol 1.5L CVT Speed Automatic (CVT) Dual Tone,UPDATE_FIELD,automatic_climate_control,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Petrol 1.5L CVT Speed Automatic (CVT) Dual Tone,UPDATE_FIELD,sunroof,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Petrol 1.5L CVT Speed Automatic (CVT) Dual Tone,UPDATE_FIELD,connected_car_features,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Petrol 1.5L CVT Speed Automatic (CVT) Dual Tone,UPDATE_FIELD,camera_360,false,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Petrol 1.5L CVT Speed Automatic (CVT) Dual Tone,UPDATE_FIELD,adas_available,false,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Petrol 1.5L CVT Speed Automatic (CVT) Dual Tone,UPDATE_FIELD,ventilated_front_seats,false,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Diesel 1.5L Turbo Manual Dual Tone,UPDATE_FIELD,airbags,6,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Diesel 1.5L Turbo Manual Dual Tone,UPDATE_FIELD,abs,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Diesel 1.5L Turbo Manual Dual Tone,UPDATE_FIELD,esc,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Diesel 1.5L Turbo Manual Dual Tone,UPDATE_FIELD,hill_assist,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Diesel 1.5L Turbo Manual Dual Tone,UPDATE_FIELD,tyre_pressure_monitoring_system,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Diesel 1.5L Turbo Manual Dual Tone,UPDATE_FIELD,rear_parking_sensors,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Diesel 1.5L Turbo Manual Dual Tone,UPDATE_FIELD,rear_ac_vents,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Diesel 1.5L Turbo Manual Dual Tone,UPDATE_FIELD,android_auto,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Diesel 1.5L Turbo Manual Dual Tone,UPDATE_FIELD,apple_carplay,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Diesel 1.5L Turbo Manual Dual Tone,UPDATE_FIELD,rear_camera,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Diesel 1.5L Turbo Manual Dual Tone,UPDATE_FIELD,automatic_climate_control,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Diesel 1.5L Turbo Manual Dual Tone,UPDATE_FIELD,sunroof,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Diesel 1.5L Turbo Manual Dual Tone,UPDATE_FIELD,connected_car_features,true,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Diesel 1.5L Turbo Manual Dual Tone,UPDATE_FIELD,camera_360,false,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Diesel 1.5L Turbo Manual Dual Tone,UPDATE_FIELD,adas_available,false,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,SX Premium Diesel 1.5L Turbo Manual Dual Tone,UPDATE_FIELD,ventilated_front_seats,false,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
Hyundai,Creta,King Edition Petrol 1.5L CVT Speed Automatic (CVT),UPDATE_FIELD,airbags,6,verified_official_trim_mapping_batch_1,2026-06-22,verified trim-level feature mapping for Creta XUV3XO Nexon
